neighborhood,year,new,old,continued
,2000,0,1,0
,2001,0,3,0
,2002,41,6,0
,2003,26,42,34
,2004,52,64,44
,2005,38,36,91
,2006,47,39,114
,2007,95,44,136
,2008,113,50,191
,2009,68,40,276
,2010,53,76,303
,2011,72,39,318
,2012,57,49,347
,2013,56,50,365
,2014,50,75,359
,2015,33,75,353
,2016,14,210,279
,2017,0,193,0
,2018,0,207,0
Albany Park,1996,0,2,0
Albany Park,1997,0,1,0
Albany Park,1998,0,3,0
Albany Park,2000,0,2,0
Albany Park,2001,0,9,0
Albany Park,2002,255,74,0
Albany Park,2003,226,231,152
Albany Park,2004,231,247,242
Albany Park,2005,220,233,294
Albany Park,2006,178,216,357
Albany Park,2007,174,209,359
Albany Park,2008,151,52,487
Albany Park,2009,173,274,423
Albany Park,2010,156,67,528
Albany Park,2011,145,237,480
Albany Park,2012,180,68,564
Albany Park,2013,114,200,582
Albany Park,2014,136,98,611
Albany Park,2015,121,197,580
Albany Park,2016,40,248,479
Albany Park,2017,0,568,0
Albany Park,2018,0,85,0
Andersonville,2002,34,2,0
Andersonville,2003,27,32,28
Andersonville,2004,37,27,49
Andersonville,2005,27,40,66
Andersonville,2006,31,28,75
Andersonville,2007,45,56,86
Andersonville,2008,42,26,109
Andersonville,2009,53,66,93
Andersonville,2010,46,28,120
Andersonville,2011,48,73,99
Andersonville,2012,59,34,115
Andersonville,2013,39,60,121
Andersonville,2014,45,34,125
Andersonville,2015,37,43,123
Andersonville,2016,6,41,106
Andersonville,2017,0,132,0
Andersonville,2018,0,16,0
Archer Heights,2001,0,1,0
Archer Heights,2002,62,17,0
Archer Heights,2003,53,43,44
Archer Heights,2004,64,58,68
Archer Heights,2005,36,72,89
Archer Heights,2006,60,42,100
Archer Heights,2007,59,57,122
Archer Heights,2008,49,9,167
Archer Heights,2009,45,77,153
Archer Heights,2010,40,12,188
Archer Heights,2011,39,76,171
Archer Heights,2012,60,13,197
Archer Heights,2013,37,74,202
Archer Heights,2014,32,24,220
Archer Heights,2015,44,71,193
Archer Heights,2016,7,58,183
Archer Heights,2017,0,231,0
Archer Heights,2018,0,27,0
Armour Square,2002,24,6,0
Armour Square,2003,17,17,13
Armour Square,2004,29,21,22
Armour Square,2005,20,21,37
Armour Square,2006,20,21,42
Armour Square,2007,16,20,48
Armour Square,2008,17,15,54
Armour Square,2009,11,6,64
Armour Square,2010,22,34,56
Armour Square,2011,14,5,68
Armour Square,2012,17,33,54
Armour Square,2013,15,8,63
Armour Square,2014,28,36,66
Armour Square,2015,12,9,68
Armour Square,2016,3,56,38
Armour Square,2017,0,30,0
Armour Square,2018,0,20,0
Ashburn,1996,0,1,0
Ashburn,1998,0,3,0
Ashburn,2001,0,8,0
Ashburn,2002,103,46,0
Ashburn,2003,94,113,47
Ashburn,2004,122,111,82
Ashburn,2005,109,121,124
Ashburn,2006,105,105,166
Ashburn,2007,102,113,182
Ashburn,2008,77,13,257
Ashburn,2009,72,129,239
Ashburn,2010,60,33,274
Ashburn,2011,65,101,257
Ashburn,2012,104,37,290
Ashburn,2013,55,113,302
Ashburn,2014,53,40,318
Ashburn,2015,57,88,300
Ashburn,2016,19,118,250
Ashburn,2017,0,278,0
Ashburn,2018,0,56,0
Auburn Gresham,1996,0,1,0
Auburn Gresham,1997,0,3,0
Auburn Gresham,1998,0,1,0
Auburn Gresham,2000,0,2,0
Auburn Gresham,2001,0,5,0
Auburn Gresham,2002,186,62,0
Auburn Gresham,2003,146,146,94
Auburn Gresham,2004,137,139,155
Auburn Gresham,2005,141,137,189
Auburn Gresham,2006,128,136,212
Auburn Gresham,2007,119,114,240
Auburn Gresham,2008,90,116,270
Auburn Gresham,2009,100,28,331
Auburn Gresham,2010,87,198,281
Auburn Gresham,2011,78,25,339
Auburn Gresham,2012,109,139,309
Auburn Gresham,2013,60,58,360
Auburn Gresham,2014,69,116,315
Auburn Gresham,2015,65,56,329
Auburn Gresham,2016,26,363,116
Auburn Gresham,2017,0,114,0
Auburn Gresham,2018,0,36,0
Austin,1996,0,2,0
Austin,1997,0,3,0
Austin,1999,0,3,0
Austin,2000,0,3,0
Austin,2001,0,9,0
Austin,2002,367,81,0
Austin,2003,282,308,222
Austin,2004,343,366,316
Austin,2005,292,343,417
Austin,2006,265,259,488
Austin,2007,270,263,539
Austin,2008,218,18,787
Austin,2009,225,456,659
Austin,2010,173,51,829
Austin,2011,191,348,718
Austin,2012,249,83,828
Austin,2013,151,373,763
Austin,2014,151,111,809
Austin,2015,167,261,726
Austin,2016,45,227,683
Austin,2017,0,815,0
Austin,2018,0,106,0
Avalon Park,2002,52,28,0
Avalon Park,2003,33,39,30
Avalon Park,2004,40,51,40
Avalon Park,2005,42,43,47
Avalon Park,2006,24,36,66
Avalon Park,2007,27,25,70
Avalon Park,2008,28,30,77
Avalon Park,2009,33,4,96
Avalon Park,2010,32,66,81
Avalon Park,2011,26,7,105
Avalon Park,2012,37,56,87
Avalon Park,2013,25,24,107
Avalon Park,2014,19,38,99
Avalon Park,2015,18,18,100
Avalon Park,2016,5,106,38
Avalon Park,2017,0,31,0
Avalon Park,2018,0,15,0
Avondale,1996,0,2,0
Avondale,1997,0,4,0
Avondale,1998,0,2,0
Avondale,1999,0,2,0
Avondale,2001,0,6,0
Avondale,2002,175,13,0
Avondale,2003,144,162,122
Avondale,2004,169,165,195
Avondale,2005,121,180,246
Avondale,2006,171,155,271
Avondale,2007,123,166,325
Avondale,2008,113,152,345
Avondale,2009,117,87,385
Avondale,2010,104,176,368
Avondale,2011,115,61,419
Avondale,2012,164,153,419
Avondale,2013,105,95,497
Avondale,2014,92,134,486
Avondale,2015,71,89,502
Avondale,2016,26,394,258
Avondale,2017,0,273,0
Avondale,2018,0,74,0
Belmont Cragin,1996,0,3,0
Belmont Cragin,1997,0,4,0
Belmont Cragin,1998,0,2,0
Belmont Cragin,1999,0,1,0
Belmont Cragin,2000,0,1,0
Belmont Cragin,2001,0,8,0
Belmont Cragin,2002,291,51,0
Belmont Cragin,2003,284,304,211
Belmont Cragin,2004,254,237,391
Belmont Cragin,2005,269,283,473
Belmont Cragin,2006,303,254,572
Belmont Cragin,2007,223,285,666
Belmont Cragin,2008,188,27,868
Belmont Cragin,2009,208,405,743
Belmont Cragin,2010,162,51,902
Belmont Cragin,2011,208,407,748
Belmont Cragin,2012,241,84,882
Belmont Cragin,2013,179,349,837
Belmont Cragin,2014,139,120,902
Belmont Cragin,2015,172,270,812
Belmont Cragin,2016,51,222,763
Belmont Cragin,2017,0,917,0
Belmont Cragin,2018,0,128,0
Beverly,1997,0,2,0
Beverly,1998,0,1,0
Beverly,2002,97,16,0
Beverly,2003,89,110,58
Beverly,2004,65,67,107
Beverly,2005,59,85,114
Beverly,2006,70,71,122
Beverly,2007,60,75,145
Beverly,2008,46,15,185
Beverly,2009,61,103,156
Beverly,2010,51,20,199
Beverly,2011,56,93,178
Beverly,2012,92,33,204
Beverly,2013,48,74,241
Beverly,2014,49,43,246
Beverly,2015,47,92,214
Beverly,2016,25,93,178
Beverly,2017,0,237,0
Beverly,2018,0,35,0
Boystown,2002,16,3,0
Boystown,2003,14,11,14
Boystown,2004,14,11,27
Boystown,2005,15,17,31
Boystown,2006,20,19,36
Boystown,2007,22,19,47
Boystown,2008,10,10,59
Boystown,2009,11,23,52
Boystown,2010,7,11,48
Boystown,2011,36,25,45
Boystown,2012,20,18,58
Boystown,2013,18,29,55
Boystown,2014,23,20,60
Boystown,2015,24,20,67
Boystown,2016,5,44,50
Boystown,2017,0,62,0
Boystown,2018,0,14,0
Bridgeport,1997,0,1,0
Bridgeport,1998,0,2,0
Bridgeport,1999,0,2,0
Bridgeport,2000,0,4,0
Bridgeport,2002,135,8,0
Bridgeport,2003,113,90,102
Bridgeport,2004,136,107,167
Bridgeport,2005,118,181,195
Bridgeport,2006,113,130,234
Bridgeport,2007,103,170,245
Bridgeport,2008,100,34,305
Bridgeport,2009,70,127,325
Bridgeport,2010,96,99,308
Bridgeport,2011,51,126,303
Bridgeport,2012,111,83,293
Bridgeport,2013,68,66,350
Bridgeport,2014,65,98,332
Bridgeport,2015,67,74,341
Bridgeport,2016,23,186,265
Bridgeport,2017,0,250,0
Bridgeport,2018,0,131,0
Brighton Park,1996,0,1,0
Brighton Park,1997,0,1,0
Brighton Park,1998,0,1,0
Brighton Park,1999,0,2,0
Brighton Park,2000,0,3,0
Brighton Park,2001,0,4,0
Brighton Park,2002,127,28,0
Brighton Park,2003,116,117,78
Brighton Park,2004,123,110,138
Brighton Park,2005,113,131,180
Brighton Park,2006,159,134,206
Brighton Park,2007,130,129,263
Brighton Park,2008,85,18,371
Brighton Park,2009,130,186,321
Brighton Park,2010,96,38,415
Brighton Park,2011,98,176,370
Brighton Park,2012,115,50,426
Brighton Park,2013,66,144,430
Brighton Park,2014,73,65,433
Brighton Park,2015,77,113,412
Brighton Park,2016,25,123,379
Brighton Park,2017,0,444,0
Brighton Park,2018,0,101,0
Brighton Park,2019,0,1,0
Bucktown,1999,0,2,0
Bucktown,2000,0,1,0
Bucktown,2001,0,2,0
Bucktown,2002,94,22,0
Bucktown,2003,78,72,62
Bucktown,2004,78,96,91
Bucktown,2005,75,66,128
Bucktown,2006,76,76,162
Bucktown,2007,84,70,186
Bucktown,2008,84,32,245
Bucktown,2009,85,132,220
Bucktown,2010,72,37,267
Bucktown,2011,99,127,239
Bucktown,2012,102,52,285
Bucktown,2013,95,110,287
Bucktown,2014,46,47,335
Bucktown,2015,59,116,283
Bucktown,2016,22,112,244
Bucktown,2017,0,300,0
Bucktown,2018,0,47,0
Burnside,2001,0,1,0
Burnside,2002,13,8,0
Burnside,2003,13,10,5
Burnside,2004,9,13,10
Burnside,2005,14,13,13
Burnside,2006,6,12,13
Burnside,2007,12,6,12
Burnside,2008,1,4,21
Burnside,2009,6,1,21
Burnside,2010,5,5,23
Burnside,2011,4,2,25
Burnside,2012,4,4,25
Burnside,2013,2,2,27
Burnside,2014,2,6,23
Burnside,2015,1,5,20
Burnside,2016,1,25,4
Burnside,2017,0,5,0
Burnside,2018,0,1,0
Calumet Heights,1996,0,1,0
Calumet Heights,1998,0,1,0
Calumet Heights,2000,0,3,0
Calumet Heights,2001,0,2,0
Calumet Heights,2002,43,13,0
Calumet Heights,2003,35,44,18
Calumet Heights,2004,41,38,30
Calumet Heights,2005,30,29,52
Calumet Heights,2006,42,45,54
Calumet Heights,2007,41,25,72
Calumet Heights,2008,31,37,85
Calumet Heights,2009,17,5,109
Calumet Heights,2010,25,49,91
Calumet Heights,2011,22,10,106
Calumet Heights,2012,28,38,103
Calumet Heights,2013,28,15,113
Calumet Heights,2014,16,30,122
Calumet Heights,2015,29,26,114
Calumet Heights,2016,2,120,49
Calumet Heights,2017,0,43,0
Calumet Heights,2018,0,12,0
Chatham,2000,0,3,0
Chatham,2001,0,4,0
Chatham,2002,128,54,0
Chatham,2003,110,117,79
Chatham,2004,124,123,108
Chatham,2005,134,125,149
Chatham,2006,118,127,191
Chatham,2007,103,102,204
Chatham,2008,93,111,232
Chatham,2009,90,19,294
Chatham,2010,92,167,258
Chatham,2011,86,28,321
Chatham,2012,86,144,291
Chatham,2013,72,51,325
Chatham,2014,76,107,314
Chatham,2015,69,70,326
